turn,board_state,winner
B,"['OOBOOOOOO', 'OOOOOOOOO', 'OOOBOOOOO', 'OOOOOBOOB', 'OOBBTOBOB', 'BOOOBOKOB', 'OOOWOBWOO', 'OOOOOOBOO', 'OOOOOOOOO']",BW
W,"['OOBOOOOOO', 'OOOOOOOOO', 'OOOBOOOOO', 'OOOOOOOOB', 'OOBBTOBOB', 'BOOOBBKOB', 'OOOWOBWOO', 'OOOOOOBOO', 'OOOOOOOOO']",BW
B,"['OOBOOOOOO', 'OOOOOOOOO', 'OOOBOOOOO', 'OOOOOOOOB', 'OOBBTOBOB', 'BOOOOBKOB', 'OOOOWOWOO', 'OOOOOOBOO', 'OOOOOOOOO']",BW
W,"['OOOBBBOOO', 'OOOOBOOOO', 'OOOOWOOOO', 'BOOOWOOOB', 'BBWWKWWBB', 'BOOOWOOOB', 'OOOOWOOOO', 'OOOOBOOOO', 'OOOBBBOOO']",BW
B,"['OOOBBBOOO', 'OOOOBOOOO', 'OOOOWOOOO', 'BOOOWOOOB', 'BBWOKWWBB', 'BOOOWOOOB', 'OOOOWOOOO', 'OOOWBOOOO', 'OOOBBBOOO']",BW
W,"['OOOOBBOOO', 'OOOOBOOOO', 'OOOOWOOOO', 'BOOOWOOOB', 'BBOBKWWBB', 'BOOOWOOOB', 'OOOOWOOOO', 'OOOWBOOOO', 'OOOBBBOOO']",BW
B,"['OOOOBBOOO', 'OOOOBOOOO', 'OOOOWOOOO', 'BOOOWOOOB', 'BBOBKOWBB', 'BOOOWOOOB', 'OOOOWOOOO', 'OOOWOWOOO', 'OOOBBBOOO']",BW
W,"['OOOOBOOOO', 'OOOOBOOOO', 'OOOOWOOOO', 'BOOOWOOOB', 'BBOBKBOBB', 'BOOOWOOOB', 'OOOOWOOOO', 'OOOWOWOOO', 'OOOBBBOOO']",BW
B,"['OOOOBOOOO', 'OOOOBOOOO', 'OOOOWOOOO', 'BOOOOOWOB', 'BBOBKBOBB', 'BOOOWOOOB', 'OOOOWOOOO', 'OOOWOWOOO', 'OOOBBBOOO']",BW
W,"['OOOOBOOOO', 'OOOOBOOOO', 'OOOOWOOOO', 'BOOOOOWOB', 'BBOBKOOBB', 'BOOOWOOOB', 'OOOOWBOOO', 'OOOWOOOOO', 'OOOBBBOOO']",BW
B,"['OOOOBOOOO', 'OOOOBOOOO', 'OOOOWOOOO', 'BOOOOOOOB', 'BBOBKOOBB', 'BOOOWOOOB', 'OOOOWOWOO', 'OOOWOOOOO', 'OOOBBBOOO']",BW
W,"['OOOOBOOOO', 'OOOOBOOOO', 'OOOOOOOOO', 'OOOOBOOOB', 'BBOBKOOBB', 'BOOOWOOOB', 'OOOOWOWOO', 'OOOWOOOOO', 'OOOBBBOOO']",BW
B,"['OOOOBOOOO', 'OOOOBOOOO', 'OOOOOOOOO', 'OOOOBOOOB', 'BBOBTKOBB', 'BOOOWOOOB', 'OOOOWOWOO', 'OOOWOOOOO', 'OOOBBBOOO']",BW
W,"['OOOOBOOOO', 'OOOOBOOOO', 'OOOOOOOOO', 'OOOOOBOOB', 'BBOBTKOBB', 'BOOOWOOOB', 'OOOOWOWOO', 'OOOWOOOOO', 'OOOBBBOOO']",BW
B,"['OOOOBOOOO', 'OOOOBOOOO', 'OOOOOOOOO', 'OOOOOBOOB', 'BBOBTKOBB', 'BOOOWOOOB', 'OOOOWOOOW', 'OOOWOOOOO', 'OOOBBBOOO']",BW
W,"['OOOOBOOOO', 'OOOOBOOOO', 'OOOOOOOOO', 'OOOOOBOOB', 'BBOBTKOBB', 'BOOOWBOOB', 'OOOOWOOOW', 'OOOWOOOOO', 'OOOBBOOOO']",BW
B,"['OOOOBOOOO', 'OOOOBOOOO', 'OOOOOOOOO', 'OOOOOBOOB', 'BBOBTKOBB', 'BOOOWOOOB', 'OOOOOWOOW', 'OOOWOOOOO', 'OOOBBOOOO']",BW
W,"['OOOOBOOOO', 'OOOOBOOOO', 'OOOOOOOOO', 'OOOOOBOOB', 'BBOBTKOBB', 'BOOOWBOOO', 'OOOOOWOOW', 'OOOWOOOOO', 'OOOBBOOOO']",BW
B,"['OOOOBOOOO', 'OOOOBOOOO', 'OOOOOOOOO', 'OOOOOBOOB', 'BBOBTKOBB', 'BOOWOBOOO', 'OOOOOWOOW', 'OOOWOOOOO', 'OOOBBOOOO']",BW
W,"['OOOBBBOOO', 'OOOOBOOOO', 'OOOOWOOOO', 'BOOOWOOOB', 'BBWWKWWBB', 'BOOOWOOOB', 'OOOOWOOOO', 'OOOOBOOOO', 'OOOBBBOOO']",WW
W,"['OOOBBBOOO', 'OOBOOOOOO', 'OOOWOOOOO', 'BOOOWOOOB', 'BBWWKWWBB', 'BOOOWOOOB', 'OOOOWOOOO', 'OOOOBOOOO', 'OOOBBBOOO']",WW
W,"['OOOBBBOOO', 'OOBOOOOOO', 'OOOWOOOOO', 'BOOOOWOOB', 'BBWWKWWBB', 'BOOOWOOBO', 'OOOOWOOOO', 'OOOOBOOOO', 'OOOBBBOOO']",WW
W,"['OOOBBBOOO', 'OOBOOOOOO', 'OBOWOOOOO', 'BOOOOWOOB', 'BOWOKWWBB', 'BOOWWOOBO', 'OOOOWOOOO', 'OOOOBOOOO', 'OOOBBBOOO']",WW
W,"['OOOBBBOOO', 'OOBOOOOOO', 'OBOWOOOBO', 'BOOWOOOOB', 'BOWOKWWOB', 'BOOWWOOBO', 'OOOOWOOOO', 'OOOOBOOOO', 'OOOBBBOOO']",WW
W,"['OOOBBBOOO', 'OOBOOOOOO', 'OBOWOOOBO', 'BOOOOWOOB', 'BOWOKWWOB', 'BOOWWOOBO', 'OOOOWOOOO', 'OOBOOOOOO', 'OOOBBBOOO']",WW
W,"['OOOBBOOOO', 'OOBOOBOOO', 'OBOWOOOBO', 'BOOOOWOOB', 'BOWOKWOOB', 'BOOWWOWOO', 'OOOOWOOOO', 'OOBOOOOOO', 'OOOBBBOOO']",WW
W,"['OOOBBOOOO', 'OOBOOOBOO', 'OBOWOOOBO', 'BOOOOWOOB', 'BOWOKWWOB', 'BOOWWOOOO', 'OOOOWOOOO', 'OOBOOOOOO', 'OOOBBBOOO']",WW
W,"['OOOBBOOOO', 'OOBOOOBOO', 'OBOWOOOBO', 'BOOOOWOOB', 'BOWOKOWOB', 'BOOWWWOOO', 'OOOOWOOOO', 'OOBOOBOOO', 'OOOBBOOOO']",WW
W,"['OOOBBOOOO', 'OOBOOOBOO', 'OBOWOOOBO', 'BOOOOWOOB', 'BOWOKOWOB', 'BOOWWOOOO', 'OOOOWWOOO', 'OOBOOOOOO', 'OBOOBOOOO']",WW
W,"['OOOBBOOOO', 'OOBOOOBOO', 'OBOWOOOBO', 'BOOOOWOOB', 'BOWOTKWOB', 'BOOWWOOOO', 'OBOOWWOOO', 'OOBOOOOOO', 'OOOOBOOOO']",WW
W,"['OOOBBOOOO', 'OOBOOOBOO', 'OBOWOOOBO', 'BOOOOWOOB', 'BOWOTKWOB', 'OOBWWOOOO', 'OBOOWOOOW', 'OOBOOOOOO', 'OOOOBOOOO']",WW
W,"['OOOBBOOOO', 'OOBOOOBOO', 'OBOWOOOBO', 'BOOOOWOOB', 'BOWOTOWOB', 'OOBWWOOOO', 'OBOOWOOOW', 'OOBOOKOOO', 'OOOOOBOOO']",WW
W,"['OOOBBBOOO', 'OOOOBOOOO', 'OOOOWOOOO', 'BOOOWOOOB', 'BBWWKWWBB', 'BOOOWOOOB', 'OOOOWOOOO', 'OOOOBOOOO', 'OOOBBBOOO']",
B,"['OOOBBBOOO', 'OOOOBOOOO', 'OOOOWOOOO', 'BOOOOWOOB', 'BBWWKWWBB', 'BOOOWOOOB', 'OOOOWOOOO', 'OOOOBOOOO', 'OOOBBBOOO']",
W,"['OOOBBOOOO', 'OOOOBOOOO', 'OOOOWBOOO', 'BOOOOWOOB', 'BBWWKWWBB', 'BOOOWOOOB', 'OOOOWOOOO', 'OOOOBOOOO', 'OOOBBBOOO']",
B,"['OOOBBOOOO', 'OOOOBOOOO', 'OOOOWBOOO', 'BOOOKWOOB', 'BBWWTWWBB', 'BOOOWOOOB', 'OOOOWOOOO', 'OOOOBOOOO', 'OOOBBBOOO']",
W,"['OOOBBOOOO', 'OOOOBOOOO', 'OOOOWBOOO', 'OOBOKWOOB', 'BBWWTWWBB', 'BOOOWOOOB', 'OOOOWOOOO', 'OOOOBOOOO', 'OOOBBBOOO']",
B,"['OOOBBOOOO', 'OOOOBOOOO', 'OOWOOBOOO', 'OOOOKWOOB', 'BBWWTWWBB', 'BOOOWOOOB', 'OOOOWOOOO', 'OOOOBOOOO', 'OOOBBBOOO']",
W,"['OOOBBOOOO', 'OOOOBOOOO', 'OOWOOOOBO', 'OOOOKWOOB', 'BBWWTWWBB', 'BOOOWOOOB', 'OOOOWOOOO', 'OOOOBOOOO', 'OOOBBBOOO']",
B,"['OOOBBOOOO', 'OOOOBOOOO', 'OOWOOOOBO', 'OKOOOWOOB', 'BBWWTWWBB', 'BOOOWOOOB', 'OOOOWOOOO', 'OOOOBOOOO', 'OOOBBBOOO']",
W,"['OOOBBOOOO', 'OBOOOOOOO', 'OOWOOOOBO', 'OKOOOWOOB', 'BBWWTWWBB', 'BOOOWOOOB', 'OOOOWOOOO', 'OOOOBOOOO', 'OOOBBBOOO']",
B,"['OOOBBOOOO', 'OBOOOOOOO', 'OWOOOOOBO', 'OKOOOWOOB', 'BBWWTWWBB', 'BOOOWOOOB', 'OOOOWOOOO', 'OOOOBOOOO', 'OOOBBBOOO']",
W,"['OOOOBOOOO', 'OBOOOOOOO', 'OWOOOOOBO', 'OKOBOWOOB', 'BBWWTWWBB', 'BOOOWOOOB', 'OOOOWOOOO', 'OOOOBOOOO', 'OOOBBBOOO']",
B,"['OOOOBOOOO', 'OBOOOOOOO', 'OWOOOOOBO', 'OKWBOWOOB', 'BBOWTWWBB', 'BOOOWOOOB', 'OOOOWOOOO', 'OOOOBOOOO', 'OOOBBBOOO']",
W,"['OOOOBOOOO', 'OBOOOOOOO', 'OWOOOOOBO', 'OKWBOWOBB', 'BBOWTWWOB', 'BOOOWOOOB', 'OOOOWOOOO', 'OOOOBOOOO', 'OOOBBBOOO']",
B,"['OOOOBOOOO', 'OBOOOOOOO', 'OWOOOOOBO', 'OKWBOWOBB', 'BBOOTWWOB', 'BOOWWOOOB', 'OOOOWOOOO', 'OOOOBOOOO', 'OOOBBBOOO']",
W,"['OOOOBOOOO', 'OBOOOOOOO', 'OWOOOOOBO', 'OKWBOWOBB', 'BOOOTWWOB', 'BOOWWOOOB', 'OBOOWOOOO', 'OOOOBOOOO', 'OOOBBBOOO']",
B,"['OOOOBOOOO', 'OBOOOOOOO', 'OWOOOOOBO', 'OKWBOWWOB', 'BOOOTWOOB', 'BOOWWOOOB', 'OBOOWOOOO', 'OOOOBOOOO', 'OOOBBBOOO']",
W,"['OOOOBOOOO', 'OOBOOOOOO', 'OWOOOOOBO', 'OKWBOWWOB', 'BOOOTWOOB', 'BOOWWOOOB', 'OBOOWOOOO', 'OOOOBOOOO', 'OOOBBBOOO']",
B,"['OOOOBOOOO', 'OOBOOOOOO', 'OOOWOOOBO', 'OKWBOWWOB', 'BOOOTWOOB', 'BOOWWOOOB', 'OBOOWOOOO', 'OOOOBOOOO', 'OOOBBBOOO']",
W,"['OOOOBOOOO', 'OBOOOOOOO', 'OOOWOOOBO', 'OKWBOWWOB', 'BOOOTWOOB', 'BOOWWOOOB', 'OBOOWOOOO', 'OOOOBOOOO', 'OOOBBBOOO']",
B,"['OOOOBOOOO', 'OBOOOOOOO', 'OKOWOOOBO', 'OOWBOWWOB', 'BOOOTWOOB', 'BOOWWOOOB', 'OBOOWOOOO', 'OOOOBOOOO', 'OOOBBBOOO']",
W,"['OOOOBOOOO', 'OBOOOOOOO', 'BKOWOOOBO', 'OOWBOWWOB', 'OOOOTWOOB', 'BOOWWOOOB', 'OBOOWOOOO', 'OOOOBOOOO', 'OOOBBBOOO']",
B,"['OOOOBOOOO', 'OBOOOOOOO', 'BKOWOOOBO', 'OOWOOWWOB', 'OOOWTWOOB', 'BOOOWOOOB', 'OBOOWOOOO', 'OOOOBOOOO', 'OOOBBBOOO']",
W,"['OOBOOOOOO', 'OBOOOOOOO', 'BKOWOOOBO', 'OOWOOWWOB', 'OOOWTWOOB', 'BOOOWOOOB', 'OBOOWOOOO', 'OOOOBOOOO', 'OOOBBBOOO']",
B,"['OOBOOOOOO', 'OBWOOOOOO', 'BKOWOOOBO', 'OOOOOWWOB', 'OOOWTWOOB', 'BOOOWOOOB', 'OBOOWOOOO', 'OOOOBOOOO', 'OOOBBBOOO']",
W,"['OOBOOOOOO', 'OBWOOOOOO', 'BKOWOOOBO', 'OOOOOWWOB', 'OOOWTWOOB', 'OOBOWOOOB', 'OBOOWOOOO', 'OOOOBOOOO', 'OOOBBBOOO']",
B,"['OOBOOOOOO', 'OBWOOOOOO', 'BKOWOOOBO', 'OOWOOOWOB', 'OOOWTWOOB', 'OOBOWOOOB', 'OBOOWOOOO', 'OOOOBOOOO', 'OOOBBBOOO']",
W,"['OOBOOOOOO', 'OBWOOOOOO', 'BKOWOOOBO', 'OOWOOOWOB', 'OOOWTWOBO', 'OOBOWOOOB', 'OBOOWOOOO', 'OOOOBOOOO', 'OOOBBBOOO']",
B,"['OOBOOOOOO', 'OBWOOOOOO', 'BKOWOOOBO', 'OOWOOOWOB', 'OOOOTWOBO', 'OOBWWOOOB', 'OBOOWOOOO', 'OOOOBOOOO', 'OOOBBBOOO']",
W,"['OOBOOOOOO', 'OBWOOOOOO', 'BKOWOOOBO', 'OOWOOOWOB', 'OOOOTWOBO', 'OOOWWOOOB', 'OBOOWOOOO', 'OOBOBOOOO', 'OOOBBBOOO']",
B,"['OOBOOOOOO', 'OBWOOOOOO', 'BKOWOOOBO', 'OOWOOOWOB', 'OOOOTOOBO', 'OOOWWOOOB', 'OBOOWWOOO', 'OOBOBOOOO', 'OOOBBBOOO']",
W,"['OOBOOOOOO', 'OBWOOOOOO', 'BKOWOOOBO', 'OOWOOOWOB', 'OOOOTOOBO', 'OOOWWOOOB', 'OBOOWWOOO', 'OOBOBOOOO', 'OOOBBOBOO']",
B,"['OOBOOOOOO', 'OBWOOOOOO', 'BKOWOOOBO', 'OOWOOOWOB', 'OOOOTOOBO', 'OOOWOWOOB', 'OBOOWWOOO', 'OOBOBOOOO', 'OOOBBOBOO']",
W,"['OOBOOOOOO', 'OBWOOOOOO', 'BKOWOOOBO', 'OOWOOOWOB', 'OOOOTOOOO', 'OOOWOWOOB', 'OBOOWWOBO', 'OOBOBOOOO', 'OOOBBOBOO']",
B,"['OOBOOOOOO', 'OBWOOOOOO', 'BKOWOOOBO', 'OOWOOOWOB', 'OOOOTOOOO', 'OOOWOOWOB', 'OBOOWWOBO', 'OOBOBOOOO', 'OOOBBOBOO']",
W,"['OOBOOOOOO', 'OBWOOOOOO', 'BKOWOOOBO', 'OOWOOOWBO', 'OOOOTOOOO', 'OOOWOOWOB', 'OBOOWWOBO', 'OOBOBOOOO', 'OOOBBOBOO']",
B,"['OOBOOOOOO', 'OBWOOOOOO', 'BKOWOOOBO', 'OOWOOWOBO', 'OOOOTOOOO', 'OOOWOOWOB', 'OBOOWWOBO', 'OOBOBOOOO', 'OOOBBOBOO']",
W,"['OOBOOOOOO', 'OBWOOOOOO', 'BKOWOOOBO', 'OOWOOWBOO', 'OOOOTOOOO', 'OOOWOOWOB', 'OBOOWWOBO', 'OOBOBOOOO', 'OOOBBOBOO']",
B,"['OOBOOOOOO', 'OBWOOOOOO', 'BKOWOOOBO', 'OOWOOWBOO', 'OOOOTOOOO', 'OOOWOWOOB', 'OBOOWWOBO', 'OOBOBOOOO', 'OOOBBOBOO']",
W,"['OOBOOOOOO', 'OBWOOOBOO', 'BKOWOOOBO', 'OOWOOWOOO', 'OOOOTOOOO', 'OOOWOWOOB', 'OBOOWWOBO', 'OOBOBOOOO', 'OOOBBOBOO']",
B,"['OOBOOOOOO', 'OBWOOOBOO', 'BKOWOOOBO', 'OOOOOWOOO', 'OOOOTOOOO', 'OOWWOWOOB', 'OBOOWWOBO', 'OOBOBOOOO', 'OOOBBOBOO']",
W,"['OOBOOOOOO', 'OBWOOOBOO', 'BKOWOOOBO', 'OOOOOWOOO', 'OOOOTOOOB', 'OOWWOWOOO', 'OBOOWWOBO', 'OOBOBOOOO', 'OOOBBOBOO']",
B,"['OOBOOOOOO', 'OBWOOOBOO', 'BKOWOOOBO', 'OOOOOWOOO', 'OOOOTOOOB', 'OOWWOOWOO', 'OBOOWWOBO', 'OOBOBOOOO', 'OOOBBOBOO']",
W,"['OOBOOOOOO', 'OBWOOOBOO', 'BKOWOOOBO', 'OOOOOWOOO', 'OOOOTOOOB', 'OOWWOOWOO', 'OBOOWWOBO', 'OOBOBOBOO', 'OOOBBOOOO']",
B,"['OOBOOOOOO', 'OBWOOOBOO', 'BKOWOOOBO', 'OOWOOWOOO', 'OOOOTOOOB', 'OOOWOOWOO', 'OBOOWWOBO', 'OOBOBOBOO', 'OOOBBOOOO']",
W,"['OOBOOOOOO', 'OBWOOOBOO', 'BKOWOOOBO', 'OOWOOWOOO', 'OOOOTOOOB', 'OOOWOOWOO', 'OBOOWWOBO', 'OOBBOOBOO', 'OOOBBOOOO']",
B,"['OOBOOOOOO', 'OBWOOOBOO', 'BKOWOOOBO', 'OOWOOWOOO', 'OOOOTOOOB', 'OOOOOOWOO', 'OBOWWWOBO', 'OOBOOOBOO', 'OOOBBOOOO']",
W,"['OOBOOOOOO', 'OBWOOOBOO', 'BKOWOOOBO', 'OOWOOWOOO', 'OOOOTOOOB', 'OOOOOOWOO', 'OBOWWWOBO', 'OOBOBOBOO', 'OOOBOOOOO']",
B,"['OOBOOOOOO', 'OBWOOOBOO', 'BKOWOOOBO', 'OOWOOWOOO', 'OOOOTOOOB', 'OOOWOOWOO', 'OBOOWWOBO', 'OOBOBOBOO', 'OOOBOOOOO']",
W,"['OOOBBBOOO', 'OOOOBOOOO', 'OOOOWOOOO', 'BOOOWOOOB', 'BBWWKWWBB', 'BOOOWOOOB', 'OOOOWOOOO', 'OOOOBOOOO', 'OOOBBBOOO']",BW
B,"['OOOBBBOOO', 'OOOOBOOOO', 'OOOOWOOOO', 'BOOWOOOOB', 'BBWWKWWBB', 'BOOOWOOOB', 'OOOOWOOOO', 'OOOOBOOOO', 'OOOBBBOOO']",BW
W,"['OOOBBBOOO', 'OOOOBOOOO', 'OOOOOOOOO', 'BOOWBOOOO', 'BBWWKWWBB', 'BOOOWOOOB', 'OOOOWOOOO', 'OOOOBOOOO', 'OOOBBBOOO']",BW
B,"['OOOBBBOOO', 'OOOOBOOOO', 'OOOOOOOOO', 'BOOWOWOOO', 'BBWWKOWBB', 'BOOOWOOOB', 'OOOOWOOOO', 'OOOOBOOOO', 'OOOBBBOOO']",BW
W,"['OOOBBBOOO', 'OOOOOOOOO', 'OOOOBOOOO', 'BOOWOWOOO', 'BBWWKOWBB', 'BOOOWOOOB', 'OOOOWOOOO', 'OOOOBOOOO', 'OOOBBBOOO']",BW
B,"['OOOBBBOOO', 'OOOOOOOOO', 'OOOOOOOOO', 'BOOWKWOOO', 'BBWWTOWBB', 'BOOOWOOOB', 'OOOOWOOOO', 'OOOOBOOOO', 'OOOBBBOOO']",BW
W,"['OOOBOBOOO', 'OOOOOOOOO', 'OOOOBOOOO', 'BOOWKWOOO', 'BBWWTOWBB', 'BOOOWOOOB', 'OOOOWOOOO', 'OOOOBOOOO', 'OOOBBBOOO']",BW
B,"['OOOBOBOOO', 'OOOOOOOOO', 'OOOOBOOOO', 'BOWOKWOOO', 'BBWWTOWBB', 'BOOOWOOOB', 'OOOOWOOOO', 'OOOOBOOOO', 'OOOBBBOOO']",BW
W,"['OOOBOBOOO', 'OOOOOOOOO', 'OOOOBOOOO', 'BOWOKWOOO', 'BBWWTBOBB', 'BOOOWOOOB', 'OOOOWOOOO', 'OOOOBOOOO', 'OOOBBOOOO']",BW
B,"['OOOBOBOOO', 'OOOOOOOOO', 'OOOOBOOOO', 'BOWKOWOOO', 'BBWWTBOBB', 'BOOOWOOOB', 'OOOOWOOOO', 'OOOOBOOOO', 'OOOBBOOOO']",BW
W,"['OOOBOBOOO', 'OOOOOOOOO', 'OOOBOOOOO', 'BOWKOWOOO', 'BBWWTBOBB', 'BOOOWOOOB', 'OOOOWOOOO', 'OOOOBOOOO', 'OOOBBOOOO']",BW
B,"['OOWBOBOOO', 'OOOOOOOOO', 'OOOBOOOOO', 'BOOKOWOOO', 'BBWWTBOBB', 'BOOOWOOOB', 'OOOOWOOOO', 'OOOOBOOOO', 'OOOBBOOOO']",BW
W,"['OBOBOBOOO', 'OOOOOOOOO', 'OOOBOOOOO', 'BOOKOWOOO', 'BOWWTBOBB', 'BOOOWOOOB', 'OOOOWOOOO', 'OOOOBOOOO', 'OOOBBOOOO']",BW
B,"['OBOBOBOOO', 'OOOOOOOOO', 'OOOBOOOOO', 'BOKOOWOOO', 'BOWWTBOBB', 'BOOOWOOOB', 'OOOOWOOOO', 'OOOOBOOOO', 'OOOBBOOOO']",BW
W,"['OBOBOBOOO', 'OOOOOOOOO', 'OOBOOOOOO', 'BOKOOWOOO', 'BOWWTBOBB', 'BOOOWOOOB', 'OOOOWOOOO', 'OOOOBOOOO', 'OOOBBOOOO']",BW
B,"['OBOBOBOOO', 'OOOOOOOOO', 'OOBOOOOOO', 'BOKOOWOOO', 'BOWWTBOBB', 'BOWOOOOOB', 'OOOOWOOOO', 'OOOOBOOOO', 'OOOBBOOOO']",BW
W,"['OBOOOBOOO', 'OOOOOOOOO', 'OOBOOOOOO', 'BOKBOWOOO', 'BOWWTBOBB', 'BOWOOOOOB', 'OOOOWOOOO', 'OOOOBOOOO', 'OOOBBOOOO']",BW
B,"['OBOOOBOOO', 'OOOOOOOOO', 'OOBOOOOOO', 'BOKOWOOOO', 'BOWWTBOBB', 'BOWOOOOOB', 'OOOOWOOOO', 'OOOOBOOOO', 'OOOBBOOOO']",BW
W,"['OBOOOBOOO', 'OOOOOOOOO', 'OOBOOOOOO', 'BOKOWOOOO', 'BOWWTBOBB', 'BOWOBOOOO', 'OOOOOOOOO', 'OOOOBOOOO', 'OOOBBOOOO']",BW
B,"['OBOOOBOOO', 'OOOOOOOOO', 'OOBWOOOOO', 'BOKOWOOOO', 'BOWOTBOBB', 'BOWOBOOOO', 'OOOOOOOOO', 'OOOOBOOOO', 'OOOBBOOOO']",BW
W,"['OBOOOBOOO', 'OOOOOOOOO', 'OOBWOOOOO', 'BOKBWOOOO', 'BOWOTBOBB', 'BOWOBOOOO', 'OOOOOOOOO', 'OOOOBOOOO', 'OOOOBOOOO']",BW
B,"['OBOOOBOOO', 'OOOOOOOOO', 'OOBOOOWOO', 'BOKBWOOOO', 'BOWOTBOBB', 'BOWOBOOOO', 'OOOOOOOOO', 'OOOOBOOOO', 'OOOOBOOOO']",BW
W,"['OOOBBBOOO', 'OOOOBOOOO', 'OOOOWOOOO', 'BOOOWOOOB', 'BBWWKWWBB', 'BOOOWOOOB', 'OOOOWOOOO', 'OOOOBOOOO', 'OOOBBBOOO']",BW
B,"['OOOBBBOOO', 'OOOOBOOOO', 'OOOWOOOOO', 'BOOOWOOOB', 'BBWWKWWBB', 'BOOOWOOOB', 'OOOOWOOOO', 'OOOOBOOOO', 'OOOBBBOOO']",BW
W,"['OOOBBBOOO', 'OOOOOOOOO', 'OOOWBOOOO', 'BOOOOOOOB', 'BBWWKWWBB', 'BOOOWOOOB', 'OOOOWOOOO', 'OOOOBOOOO', 'OOOBBBOOO']",BW
B,"['OOOBBBOOO', 'OOOOOOOOO', 'OOOWBOOOO', 'BOOOOOOOB', 'BBWOKWWBB', 'BOOWWOOOB', 'OOOOWOOOO', 'OOOOBOOOO', 'OOOBBBOOO']",BW
W,"['OOOBBBOOO', 'OOOOOOOOO', 'OOOWBOOOO', 'OOOBOOOOB', 'BBWOKWWBB', 'BOOWWOOOB', 'OOOOWOOOO', 'OOOOBOOOO', 'OOOBBBOOO']",BW
B,"['OOOBBBOOO', 'OOOOOOOOO', 'OOOWBOOOO', 'OOOBOOOOB', 'BBOOKWWBB', 'BOWWWOOOB', 'OOOOWOOOO', 'OOOOBOOOO', 'OOOBBBOOO']",BW
W,"['OOOBBOOBO', 'OOOOOOOOO', 'OOOWBOOOO', 'OOOBOOOOB', 'BBOOKWWBB', 'BOWWWOOOB', 'OOOOWOOOO', 'OOOOBOOOO', 'OOOBBBOOO']",BW
B,"['OOOBBOOBO', 'OOOOOOOOO', 'OOOWBOOOO', 'OOOBOOOOB', 'BBOOKWWBB', 'BOWWOWOOB', 'OOOOWOOOO', 'OOOOBOOOO', 'OOOBBBOOO']",BW
W,"['OOOOBOOBO', 'OOOBOOOOO', 'OOOOBOOOO', 'OOOBOOOOB', 'BBOOKWWBB', 'BOWWOWOOB', 'OOOOWOOOO', 'OOOOBOOOO', 'OOOBBBOOO']",BW
B,"['OOOOBOOBO', 'OOOBOOOOO', 'OOOOBOOOO', 'OOOBOOOOB', 'BBOOKWWBB', 'BOWWOWOOB', 'OOOWOOOOO', 'OOOOBOOOO', 'OOOBBBOOO']",BW
W,"['OOOOBOOBO', 'OOOBOOOOO', 'OOOOBOOOO', 'OOOBOOOOB', 'BBOOKWWOB', 'BOWWOWOOB', 'OOOWOOOBO', 'OOOOBOOOO', 'OOOBBBOOO']",BW
B,"['OOOOBOOBO', 'OOOBOOOOO', 'OOOOBOOOO', 'OOOBOOOOB', 'BBOOTWWOB', 'BOWWOWOOB', 'OOOWKOOBO', 'OOOOBOOOO', 'OOOBBBOOO']",BW
W,"['OOOOBOOBO', 'OOOOOOOOO', 'OOOBBOOOO', 'OOOBOOOOB', 'BBOOTWWOB', 'BOWWOWOOB', 'OOOWKOOBO', 'OOOOBOOOO', 'OOOBBBOOO']",BW
B,"['OOOOBOOBO', 'OOOOOOOOO', 'OOOBBOOOO', 'OOOBOOOOB', 'BBOOTWWOB', 'BOWWOWOOB', 'OOOOKOOBO', 'OOOWBOOOO', 'OOOBBBOOO']",BW
W,"['OOOOBOOBO', 'OOOOOOOOO', 'OOOBBOOOO', 'OOOBOOOOB', 'BOOOTWWOB', 'BOWWOWOOB', 'OBOOKOOBO', 'OOOWBOOOO', 'OOOBBBOOO']",BW
B,"['OOOOBOOBO', 'OOOOOOOOO', 'OOOBBOOOO', 'OOOBOOOOB', 'BOOOTWWOB', 'BOWWOWOOB', 'OBOWKOOBO', 'OOOOBOOOO', 'OOOBBBOOO']",BW
W,"['OOOOBOOBO', 'OOOOOOOOO', 'OBOOBOOOO', 'OOOBOOOOB', 'BOOOTWWOB', 'BOWWOWOOB', 'OBOWKOOBO', 'OOOOBOOOO', 'OOOBBBOOO']",BW
B,"['OOOOBOOBO', 'OOOOOOOOO', 'OBOOBOOOO', 'OOOBOOOOB', 'BOOOTWWOB', 'BOOWOWOOB', 'OBWWKOOBO', 'OOOOBOOOO', 'OOOBBBOOO']",BW
W,"['OOOOBOOBO', 'OOOOOOOOO', 'OBOOBOOOO', 'OOOOOBOOB', 'BOOOTWWOB', 'BOOWOWOOB', 'OBWWKOOBO', 'OOOOBOOOO', 'OOOBBBOOO']",BW
B,"['OOOOBOOBO', 'OOOOOOOOO', 'OBOOBOOOO', 'OOOOOBOOB', 'BOOOTWWOB', 'BOOWKWOOB', 'OBWWOOOBO', 'OOOOBOOOO', 'OOOBBBOOO']",BW
W,"['OOOOBOOBO', 'OOOOOOOOO', 'OBOOBOOOO', 'OOOOOBOOB', 'BOOOTWWOB', 'BOOWKWOOB', 'OBWWBOOOO', 'OOOOBOOOO', 'OOOBBBOOO']",BW
